EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,prediction_label,prediction_score
3460,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,Yes,Yes,0.9
3461,46,Travel_Rarely,Sales,12,3,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,No,No,0.98
3462,51,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,Yes,Yes,0.86
3463,28,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,Yes,Yes,0.82
3464,26,Travel_Rarely,Research & Development,5,4,Medical,1,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,No,No,0.94
3465,30,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,No,No,0.77
3466,41,Travel_Rarely,Sales,1,4,Life Sciences,1,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,No,No,1.0
3467,38,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,No,No,1.0
3468,40,Travel_Rarely,Sales,1,4,Marketing,1,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,No,No,0.97
3469,27,Non-Travel,Sales,11,3,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,No,No,0.92
3470,55,Travel_Frequently,Research & Development,23,5,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,No,No,0.99
3471,28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,No,No,0.98
3472,44,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,Yes,Yes,0.97
3473,33,Travel_Rarely,Sales,23,4,Marketing,1,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,No,No,0.99
3474,35,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,Yes,Yes,0.99
3475,33,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,Yes,Yes,0.67
3476,28,Travel_Rarely,Human Resources,1,1,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,No,No,0.94
3477,34,Travel_Frequently,Sales,29,4,Marketing,1,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,No,No,1.0
3478,37,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,No,No,0.7
3479,25,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,Yes,Yes,0.91
3480,26,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,Yes,Yes,0.96
3481,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,Yes,Yes,0.87
3482,42,Travel_Rarely,Research & Development,11,1,Life Sciences,1,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,No,No,1.0
3483,28,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,Yes,Yes,0.93
3484,50,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,Yes,Yes,0.93
3485,33,Travel_Frequently,Sales,9,3,Medical,1,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,No,No,0.98
3486,34,Non-Travel,Sales,1,1,Marketing,1,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,No,No,1.0
3487,48,Non-Travel,Sales,2,1,Life Sciences,1,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,1.0,4.0,2.0,3,3,No,No,0.98
3488,45,Non-Travel,Research & Development,1,3,Medical,1,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,No,No,0.98
3489,52,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,No,No,0.98
3490,38,Travel_Rarely,Research & Development,6,2,Medical,1,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,No,No,0.99
3491,29,Travel_Rarely,Research & Development,8,3,Medical,1,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,No,No,1.0
3492,28,Travel_Rarely,Human Resources,1,3,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,No,No,0.97
3493,46,Travel_Rarely,Research & Development,6,4,Medical,1,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,No,No,0.99
3494,38,Travel_Rarely,Research & Development,7,4,Medical,1,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,No,No,1.0
3495,43,Travel_Frequently,Research & Development,5,3,Medical,1,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,No,No,1.0
3496,39,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,Yes,Yes,0.88
3497,40,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,No,No,1.0
3498,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,No,No,0.97
3499,39,Non-Travel,Research & Development,6,3,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,No,No,0.95
3500,36,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,No,No,0.99
3501,31,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,No,No,0.97
3502,28,Travel_Rarely,Sales,2,4,Marketing,1,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,No,No,0.98
3503,35,Travel_Frequently,Research & Development,9,2,Other,1,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,No,No,0.98
3504,49,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,No,No,0.96
3505,34,Travel_Frequently,Sales,9,1,Technical Degree,1,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,No,No,1.0
3506,29,Travel_Frequently,Research & Development,1,4,Medical,1,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,No,No,0.98
3507,42,Travel_Rarely,Sales,21,2,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,No,No,0.96
3508,29,Travel_Rarely,Sales,4,2,Other,1,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,No,No,0.97
3509,38,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,No,No,1.0
3510,28,Travel_Frequently,Sales,6,4,Life Sciences,1,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,No,No,1.0
3511,18,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,Yes,Yes,0.81
3512,33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,Yes,Yes,0.97
3513,41,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,No,No,0.99
3514,31,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,Yes,Yes,0.64
3515,37,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,No,No,0.97
3516,27,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,No,No,1.0
3517,34,Travel_Rarely,Sales,1,1,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,No,No,1.0
3518,35,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,No,No,0.92
3519,29,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,Yes,Yes,0.84
3520,40,Travel_Frequently,Research & Development,2,4,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,No,No,0.96
3521,42,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,Yes,Yes,0.77
3522,42,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,No,No,0.94
3523,35,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,No,No,1.0
3524,24,Travel_Rarely,Sales,7,4,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,No,No,1.0
3525,28,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,Yes,Yes,0.96
3526,26,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,No,No,0.99
3527,30,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,3.0,,3.0,3,3,No,No,1.0
3528,40,Travel_Frequently,Research & Development,26,4,Life Sciences,1,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,No,No,0.97
3529,35,Travel_Rarely,Research & Development,18,5,Medical,1,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,No,No,0.98
3530,34,Travel_Frequently,Research & Development,6,2,Life Sciences,1,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,No,No,0.94
3531,35,Travel_Frequently,Research & Development,3,3,Medical,1,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,No,No,0.88
3532,43,Travel_Rarely,Sales,5,3,Marketing,1,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,Yes,Yes,0.57
3533,32,Non-Travel,Research & Development,11,2,Other,1,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,No,No,0.95
3534,56,Travel_Rarely,Research & Development,3,2,Other,1,Male,2,Healthcare Representative,Divorced,44490,,Y,15,8,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,No,No,1.0
3535,29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,,4.0,3.0,3,4,No,No,0.9
3536,19,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,No,No,0.96
3537,45,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,No,No,0.99
3538,37,Travel_Rarely,Research & Development,14,4,Life Sciences,1,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,No,No,1.0
3539,20,Travel_Rarely,Research & Development,6,3,Medical,1,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,No,No,0.97
3540,44,Travel_Rarely,Human Resources,6,2,Human Resources,1,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,Yes,Yes,0.89
3541,53,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,No,No,0.97
3542,29,Travel_Rarely,Research & Development,23,3,Medical,1,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,No,No,0.93
3543,22,Travel_Frequently,Research & Development,22,4,Medical,1,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,Yes,Yes,0.91
3544,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,No,No,0.99
3545,44,Non-Travel,Research & Development,20,3,Life Sciences,1,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,No,No,0.98
3546,33,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,No,No,0.99
3547,41,Non-Travel,Research & Development,12,3,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,Yes,Yes,0.85
3548,30,Travel_Rarely,Sales,20,3,Marketing,1,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,No,No,1.0
3549,40,Travel_Frequently,Sales,9,3,Medical,1,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,No,No,0.98
3550,50,Travel_Frequently,Research & Development,25,4,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,4.0,1.0,3.0,3,4,No,No,0.97
3551,28,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,No,No,0.97
3552,46,Travel_Rarely,Research & Development,8,4,Other,1,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,No,No,0.93
3553,35,Travel_Rarely,Sales,4,4,Marketing,1,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,No,No,0.93
3554,24,Travel_Rarely,Human Resources,28,4,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,Yes,Yes,0.92
3555,33,Travel_Frequently,Research & Development,9,2,Medical,1,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,No,No,1.0
3556,36,Travel_Rarely,Research & Development,9,2,Medical,1,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,No,No,0.99
3557,30,Travel_Rarely,Sales,29,3,Marketing,1,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,No,No,0.92
3558,44,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,No,No,0.99
3559,20,Travel_Rarely,Research & Development,18,4,Medical,1,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,No,No,0.94
3560,46,Travel_Rarely,Sales,9,1,Medical,1,Female,1,Sales Executive,Divorced,141180,2.0,Y,22,8,0,12.0,3,6,1,4,4.0,4.0,2.0,3,4,No,No,1.0
3561,42,Non-Travel,Research & Development,5,4,Medical,1,Male,5,Sales Executive,Married,170460,7.0,Y,11,8,0,10.0,3,4,0,3,4.0,1.0,4.0,2,3,No,No,0.97
3562,60,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,2,Sales Executive,Divorced,25640,0.0,Y,14,8,1,12.0,3,11,1,9,2.0,4.0,3.0,3,3,No,No,0.99
3563,32,Travel_Frequently,Sales,10,3,Life Sciences,1,Female,1,Sales Executive,Married,102660,1.0,Y,11,8,0,2.0,3,2,2,2,3.0,2.0,3.0,3,3,No,No,0.95
3564,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Female,2,Research Scientist,Single,50700,4.0,Y,12,8,1,10.0,6,8,0,7,4.0,3.0,3.0,3,3,No,No,0.98
3565,36,Travel_Rarely,Sales,3,2,Marketing,1,Male,4,Healthcare Representative,Divorced,178610,2.0,Y,18,8,0,17.0,2,7,7,7,3.0,1.0,3.0,2,3,No,No,1.0
3566,33,Travel_Rarely,Sales,26,2,Marketing,1,Male,1,Research Scientist,Married,42300,0.0,Y,12,8,0,15.0,0,14,4,10,1.0,4.0,3.0,3,3,No,No,1.0
3567,40,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Research Scientist,Divorced,37800,7.0,Y,12,8,0,7.0,2,5,1,3,2.0,2.0,4.0,1,3,No,No,0.99
3568,25,Travel_Rarely,Research & Development,6,2,Medical,1,Female,1,Laboratory Technician,Single,27680,0.0,Y,22,8,1,5.0,0,4,1,1,3.0,4.0,3.0,3,4,No,No,1.0
3569,30,Travel_Rarely,Sales,9,3,Marketing,1,Female,1,Research Scientist,Married,90710,0.0,Y,19,8,1,12.0,2,11,5,7,4.0,2.0,3.0,2,3,No,No,0.99
3570,42,Travel_Frequently,Human Resources,8,2,Medical,1,Male,1,Sales Executive,Married,106480,3.0,Y,13,8,1,20.0,1,1,0,0,1.0,1.0,3.0,3,3,No,No,0.99
3571,35,Non-Travel,Research & Development,1,1,Life Sciences,1,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12,3.0,4.0,2.0,2,4,No,No,0.95
3572,27,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,Manufacturing Director,Married,34080,1.0,Y,24,8,0,9.0,2,9,6,8,1.0,1.0,2.0,3,4,No,No,1.0
3573,54,Travel_Frequently,Research & Development,9,2,Medical,1,Male,2,Sales Representative,Divorced,29830,7.0,Y,14,8,1,33.0,2,5,1,4,4.0,3.0,1.0,2,3,No,No,1.0
3574,44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7,1.0,4.0,3.0,3,4,No,No,0.99
3575,19,Non-Travel,Sales,2,2,Other,1,Male,3,Healthcare Representative,Single,98240,1.0,Y,18,8,0,1.0,2,1,0,0,1.0,2.0,4.0,3,3,Yes,Yes,0.96
3576,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,1,Manufacturing Director,Divorced,99500,1.0,Y,20,8,0,3.0,3,3,1,2,1.0,4.0,3.0,3,4,No,No,1.0
3577,54,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,2,Sales Executive,Married,20930,3.0,Y,19,8,0,36.0,2,10,0,9,4.0,4.0,3.0,3,3,No,No,1.0
3578,31,Travel_Rarely,Research & Development,21,3,Life Sciences,1,Male,2,Laboratory Technician,Married,99800,1.0,Y,12,8,0,6.0,1,6,0,1,3.0,1.0,2.0,3,3,No,No,0.98
3579,31,Travel_Rarely,Sales,24,1,Marketing,1,Female,1,Sales Executive,Single,38940,1.0,Y,12,8,0,10.0,3,10,1,8,3.0,1.0,3.0,4,3,No,No,0.99
3580,59,Travel_Rarely,Research & Development,3,4,Technical Degree,1,Male,1,Research Scientist,Single,40510,5.0,Y,16,8,3,13.0,3,6,0,5,3.0,4.0,3.0,3,3,No,No,1.0
3581,43,Travel_Rarely,Research & Development,11,2,Life Sciences,1,Male,3,Laboratory Technician,Married,168350,3.0,Y,17,8,1,25.0,3,8,0,7,3.0,4.0,3.0,3,3,No,No,1.0
3582,49,Travel_Rarely,Sales,14,4,Life Sciences,1,Male,2,Research Scientist,Married,62300,2.0,Y,14,8,0,23.0,2,1,0,0,1.0,3.0,4.0,2,3,No,No,0.98
3583,36,Travel_Frequently,Sales,5,2,Marketing,1,Female,1,Laboratory Technician,Married,47170,1.0,Y,19,8,1,12.0,3,11,0,7,3.0,2.0,2.0,3,3,No,No,0.99
3584,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,4.0,2.0,2.0,4,3,No,No,0.94
3585,27,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Male,2,Laboratory Technician,Divorced,37550,1.0,Y,19,8,0,5.0,2,5,0,3,1.0,3.0,3.0,3,3,No,No,0.99
3586,29,Travel_Rarely,Sales,17,4,Medical,1,Male,1,Laboratory Technician,Divorced,65820,1.0,Y,19,8,1,6.0,3,6,1,0,3.0,4.0,3.0,3,3,No,No,0.97
3587,48,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Manufacturing Director,Single,74060,6.0,Y,14,8,2,25.0,2,1,0,0,4.0,4.0,4.0,3,3,No,No,0.99
3588,29,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,2,Healthcare Representative,Divorced,48050,3.0,Y,16,8,1,9.0,2,7,1,7,4.0,4.0,2.0,3,3,No,No,0.84
3589,34,Travel_Rarely,Sales,9,4,Medical,1,Female,2,Laboratory Technician,Married,27410,0.0,Y,15,8,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,No,No,0.95
3590,44,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Female,1,Laboratory Technician,Married,42620,7.0,Y,18,8,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,No,No,0.98
3591,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Female,2,Research Scientist,Divorced,161840,0.0,Y,13,8,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,No,No,0.84
3592,19,Travel_Rarely,Sales,2,4,Marketing,1,Male,3,Laboratory Technician,Single,115570,1.0,Y,22,8,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,No,Yes,0.76
3593,23,Travel_Rarely,Sales,2,3,Medical,1,Male,3,Laboratory Technician,Married,18780,1.0,Y,13,8,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,No,No,0.99
3594,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1.0,Y,11,8,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,Yes,Yes,1.0
3595,26,Travel_Rarely,Human Resources,9,3,Life Sciences,1,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,No,No,0.94
3596,45,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,Yes,Yes,0.8
3597,55,Non-Travel,Research & Development,27,3,Life Sciences,1,Female,2,Manager,Divorced,48590,1.0,Y,24,8,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,No,No,0.98
